FileName,real_caa_total_1,real_caa_total_2,real_caa_total_3,real_caa_total_4,real_caa_total_5,real_caa_total_6,real_caa_total_7,real_caa_total_8,real_caa_total_9,real_caa_total_10,real_caa_total_11,real_caa_total_12,real_caa_total_13,real_caa_total_14,real_caa_total_15,real_caa_total_16,real_caa_total_17,real_caa_total_18,real_caa_total_19,real_caa_total_20
AIC0011903090108,5.90395912880921,11.2903659296024,16.0520786117489,20.1747076142554,24.233137440147,34.4457252470174,44.837919879346,52.9313225714465,59.2989921744119,64.8428555054475,69.6853868750404,73.3168038388281,76.2641012794045,78.7035671383128,81.0533244301341,82.8224555754985,84.7513746252154,86.4380009271197,87.780594590335,89.2150707955524
AIC0012009271313,1.08969045795971,2.44534441828459,3.53414622236227,4.67026349034126,5.62469092768611,6.46675005919926,7.25004059309343,8.11262473128211,8.96185482703109,9.83084448766352,10.5542248189173,11.2744986008709,14.7034388139438,18.7522172568305,21.8642692663507,25.3992641515997,28.7655197295193,31.6987158051473,34.0289518623055,35.9970406107487
AIC0012010190328,5.97410640324997,9.10859392240661,11.6210566622112,13.5604707193994,15.6219299668165,20.2323586916905,25.1935126680991,29.2791653967264,32.7983812663839,35.655448853085,37.9649117143131,39.5568768043469,40.9024634542887,42.2292302126229,43.3625229683707,44.2543209739242,44.9641760597823,45.6826358699553,46.2926453351919,46.8375235615245
AIC0021903090108,5.68936662173796,9.7421667398342,12.8973067250362,16.1400939835247,20.4143413003998,30.4987021234787,41.2254079516905,45.4126653028117,48.6514127469295,51.1827422445533,53.5706339530826,55.5115175508118,56.9103425054737,58.0923257455515,59.1457377269158,60.1094143055267,60.9699721371626,61.8082547635583,62.4820647976963,63.134448108653
AIC0022009271313,1.99309031710415,3.67323203212255,5.00131473249604,5.89218701033054,6.71212557349264,7.60976849231332,8.60542018683105,9.47642946818791,10.1796885769098,10.8510668995207,13.4898119676303,23.5565292171303,26.8799170620257,29.1664917034094,30.7277626463683,32.2586527670933,33.4438876366854,34.4659032859567,35.1718431164171,35.9591696572773
AIC0031903090108,0.617518835440804,1.69026231852454,3.03956069179545,4.51466306056539,6.01947760772884,8.95452106599174,12.7888022693812,17.6501276844506,21.375146865226,24.9200338364651,28.4094991797079,31.8028081936669,34.1144126756782,36.0341143157978,37.9267386527147,39.6548351259211,41.277371847167,42.6198496440366,43.8846539073558,45.2669693073422
AIC0032006171503,0.271829855182119,0.639593328719916,1.03980816144014,1.86442898840447,3.2457541430575,5.1145332345279,6.80043271723706,8.40864727445529,9.59971909642965,10.9164216109986,11.9177866081318,12.9761555737975,13.9405735415088,14.9442272636177,15.8961778810917,16.5887993481878,17.3708208275678,18.2158945061133,19.1160828136434,19.6784725088232
AIC0032010190328,1.11110629452383,2.17992358555088,3.11784426084625,4.15736139026884,6.34803120675061,11.707052002437,19.189904780791,25.8317503918773,29.8459313414154,32.9395702139273,35.0222077869468,37.1320292080925,38.7848198157777,40.0471820971458,41.2662435825978,42.1026268162533,43.0360947776498,43.848811692103,44.6400686900809,45.1533115209913
AIC0041903090108,3.63963617898258,7.68055428331438,11.4741905181789,14.7065719130167,16.8231462634224,18.8362941806124,21.8048209835476,39.5277692740564,54.3502774531539,62.260646686657,69.7339524099292,74.7207041739374,78.6750704238462,81.7339851927336,84.5245753859727,87.2528284472574,89.1036717721204,90.6777000051941,92.5379335852158,93.9283716846549
AIC0042009271313,1.65714493215576,4.36396803389275,6.24865245003674,7.79019412189379,9.3642420476807,11.0906019581752,12.6306841485094,14.3191203137048,15.6177416206172,16.9770779517298,20.2163667129334,24.4498824349972,28.1633486502522,31.2789517862915,33.7955840394169,36.085110230242,38.0999289003897,40.1142522854018,42.0797211151082,43.9589830186595
AIC0042010190328,2.6867790660045,4.84290269266647,6.32373155079543,7.93513552225376,9.15928622969393,10.8724909751016,17.5288767055156,25.2426878932556,29.8831658351352,34.1273741993294,37.0932472003632,40.0196548336508,42.7059961375015,44.8061347157239,46.5963539937226,48.1762374817245,49.1503858410813,50.2486943649407,51.0748343150753,51.7283630538121
